"IUCN_binomial","trait_binomial","phylogeny_binomial","body_mass_median","litter_clutch_size","activity","hab_breadth","volant","diet_5cat","range_size_decimaldegrees","range_size_km2","threat"
"Marmosa_alstoni","Marmosa_alstoni","Marmosa_alstoni",132.3,NA,2,2,1,4,17.7837335097,214267.212555126,"LC"
"Marmosa_andersoni","Marmosa_andersoni","Marmosa_andersoni",47.4,9,2,1,1,5,1.31505270667,15924.9991114259,"DD"
"Marmosa_constantiae","Marmosa_constantiae","Marmosa_constantiae",90,8,2,2,1,4,110.975646638,1309205.3179953,"LC"
"Marmosa_demerarae","Marmosa_demerarae","Marmosa_demerarae",96,6.9675,2,1,1,4,642.148927444,7873163.56069362,"LC"
"Marmosa_lepida","Marmosa_lepida","Marmosa_lepida",14,4.995,2,1,1,5,340.105928783,4189541.54455079,"LC"
"Marmosa_mexicana","Marmosa_mexicana","Marmosa_mexicana",49.45,8.7,2,4,1,5,78.3789221292899,932886.463823497,"LC"
"Marmosa_murina","Marmosa_murina","Marmosa_murina",36.28,6.95,2,6,1,5,528.493847941633,6490865.27286822,"LC"
"Marmosa_paraguayanus","Marmosa_paraguayanus","Marmosa_paraguayanus",112.43,6.7075,2,1,1,5,85.1498465501,967488.598360813,"LC"
"Marmosa_phaea","Marmosa_phaea","Marmosa_phaea",70.005,NA,2,1,1,4,2.22013359566,27454.8231734052,"VU"
"Marmosa_quichua","Marmosa_quichua","Marmosa_quichua",66.61034,5.5,2,2,1,5,2.256490208622,27335.517252159,"LC"
"Marmosa_regina","Marmosa_regina","Marmosa_regina",118.6,NA,2,2,1,4,110.026992551536,1353053.00056515,"LC"
"Marmosa_robinsoni","Marmosa_robinsoni","Marmosa_robinsoni",60.57,9.625,2,4,1,5,48.3512823799114,592011.325437802,"LC"
"Marmosa_rubra","Marmosa_rubra","Marmosa_rubra",62.99,9,2,1,1,5,37.2936170046,458681.108749898,"DD"
"Marmosa_tyleriana","Marmosa_tyleriana","Marmosa_tyleriana",32.4,3,2,1,1,5,0.835704765944,10321.8715301111,"DD"
"Marmosa_xerophila","Marmosa_xerophila","Marmosa_xerophila",46.2,7.9,2,2,1,5,1.683482821106,20432.3826906149,"VU"
"Marmosops_bishopi","Marmosops_bishopi","Marmosops_bishopi",19.5,4.05,2,4,1,5,184.48688016,2236529.10113586,"LC"
"Marmosops_cracens","Marmosops_cracens","Marmosops_cracens",26.26,NA,2,1,1,5,0.00952101542625,115.749281635363,"DD"
"Marmosops_creightoni","Marmosops_creightoni","Marmosops_creightoni",35.47950661,NA,NA,1,1,NA,0.136524202586,1625.23346470447,"DD"
"Marmosops_fuscatus","Marmosops_fuscatus","Marmosops_fuscatus",45.15,5.47,2,1,1,5,6.55988541487,80199.8459541572,"DD"
"Marmosops_handleyi","Marmosops_handleyi","Marmosops_handleyi",30.7,NA,2,2,1,5,0.00559767553159,68.8345690355949,"CR"
"Marmosops_impavidus","Marmosops_impavidus","Marmosops_impavidus",40.5,9.5,2,1,1,5,89.7963180042,1102567.78625731,"LC"
"Marmosops_incanus","Marmosops_incanus","Marmosops_incanus",59.88,NA,2,2,1,5,51.5724669298,608530.699623692,"LC"
"Marmosops_invictus","Marmosops_invictus","Marmosops_invictus",29.19,NA,2,1,1,5,1.70030308409,20833.1998060092,"LC"
"Marmosops_juninensis","Marmosops_juninensis","Marmosops_juninensis",31.57,4.05,2,1,1,5,0.603246671837,7355.65000376812,"VU"
"Marmosops_neblina","Marmosops_neblina","Marmosops_neblina",35,9.5,2,2,1,5,71.359802620312,881037.077265165,"LC"
"Marmosops_noctivagus","Marmosops_noctivagus","Marmosops_noctivagus",37,NA,2,2,1,5,171.059339897,2100268.2279318,"LC"
"Marmosops_ocellatus","Marmosops_ocellatus","Marmosops_ocellatus",35.47950661,NA,NA,1,1,NA,16.0427004587,190496.185431409,"LC"
"Marmosops_parvidens","Marmosops_parvidens","Marmosops_parvidens",15,4.05,2,1,1,5,118.719957704,1468859.81997584,"LC"
"Marmosops_paulensis","Marmosops_paulensis","Marmosops_paulensis",38.89,NA,2,1,1,5,6.52424231691,74419.8266745912,"LC"
"Marmosops_pinheiroi","Marmosops_pinheiroi","Marmosops_pinheiroi",25.04520655,4.05,2,2,1,5,47.766604623,590227.84472582,"LC"
"Marmota_baibacina","Marmota_baibacina","Marmota_baibacina",5375,5.69,1,2,1,1,74.4701734682345,606593.022523498,"LC"
"Marmota_bobak","Marmota_bobak","Marmota_bobak",6400,6.075,1,1,1,1,100.887039644409,789391.005979794,"LC"
"Marmota_broweri","Marmota_broweri","Marmota_broweri",3250,4.635,1,2,1,1,48.0880305307,217531.70617685,"LC"
"Marmota_caligata","Marmota_caligata","Marmota_caligata",4298.52,4.635,1,2,1,1,312.13448954,1999666.99172252,"LC"
"Marmota_camtschatica","Marmota_camtschatica","Marmota_camtschatica",3500,4.77,1,1,1,1,175.35412649864,1020024.14054267,"LC"
"Marmota_caudata","Marmota_caudata","Marmota_caudata",4350,4.19,1,4,1,1,55.2189641244,542510.330224746,"LC"
"Marmota_flaviventris","Marmota_flaviventris","Marmota_flaviventris",3709.73,4.55,1,2,1,1,191.02393428453,1718929.06159279,"LC"
"Marmota_himalayana","Marmota_himalayana","Marmota_himalayana",5800,5.39,1,4,1,1,234.123045567,2393221.88802797,"LC"
"Marmota_marmota","Marmota_marmota","Marmota_marmota",3500,4.095,1,3,1,1,21.8803696173729,186550.352799701,"LC"
"Marmota_menzbieri","Marmota_menzbieri","Marmota_menzbieri",3250,3.365,1,2,1,1,0.304315829079,2792.29680213674,"VU"
"Marmota_monax","Marmota_monax","Marmota_monax",3801.72,4.3,1,6,1,1,965.002275332,7603846.38996058,"LC"
"Marmota_olympus","Marmota_olympus","Marmota_olympus",6299.99,4,1,2,1,1,0.643111440014,5365.12131566997,"LC"
"Marmota_sibirica","Marmota_sibirica","Marmota_sibirica",8000,4.5825,1,3,1,1,184.98661818342,1533524.58398849,"EN"
"Marmota_vancouverensis","Marmota_vancouverensis","Marmota_vancouverensis",5232.43,3.59,1,3,1,1,0.82825250951,6739.01626287185,"CR"
"Martes_americana","Martes_americana","Martes_americana",892,2.665,2,2,1,3,1126.63118206559,7620186.26784243,"LC"
"Martes_flavigula","Martes_flavigula","Martes_flavigula",2500,3.015,1,7,1,3,610.295685541909,6726424.41047452,"LC"
"Martes_foina","Martes_foina","Martes_foina",1675,3.78,2,6,1,3,1368.60218764253,12463417.3147892,"LC"
"Martes_gwatkinsii","Martes_gwatkinsii","Martes_gwatkinsii",2038.49,NA,2,3,1,3,2.53142624979,30802.975525845,"VU"
"Martes_martes","Martes_martes","Martes_martes",1299.995,3.645,2,3,1,3,1377.26520921952,9908965.53375839,"LC"
"Martes_melampus","Martes_melampus","Martes_melampus",1000,NA,2,1,1,5,26.5099237148807,265634.755523391,"LC"
"Martes_pennanti","Martes_pennanti","Martes_pennanti",3750,2.97,2,2,1,3,486.4812958253,3715664.12632417,"LC"
"Martes_zibellina","Martes_zibellina","Martes_zibellina",1130,3.13,2,2,1,3,1621.77631342,10049273.4311802,"LC"
"Massoutiera_mzabi","Massoutiera_mzabi","Massoutiera_mzabi",194,2.03,1,1,1,1,58.4001010438,655282.274732555,"LC"
"Mastacomys_fuscus","Mastacomys_fuscus","Mastacomys_fuscus",125.72,1.5025,2,3,1,1,6.86334153439476,65387.1253572443,"NT"
"Mastomys_awashensis","Mastomys_awashensis","Mastomys_awashensis",81.79,NA,2,1,1,1,2.4219896311689,29598.5727985931,"LC"
"Mastomys_coucha","Mastomys_coucha","Mastomys_coucha",53.81,7.96,2,5,1,1,114.2102121351,1276686.73812112,"LC"
"Mastomys_erythroleucus","Mastomys_erythroleucus","Mastomys_erythroleucus",56.15,9.595,2,9,1,1,586.10246130057,7142363.75998118,"LC"
"Mastomys_huberti","Mastomys_huberti","Mastomys_huberti",53.81,7.96,2,6,1,1,48.3719591062445,581604.2623843,"LC"
"Mastomys_kollmannspergeri","Mastomys_kollmannspergeri","Mastomys_kollmannspergeri",73.15,NA,2,3,1,1,135.384623893,1628382.1321431,"LC"
"Mastomys_natalensis","Mastomys_natalensis","Mastomys_natalensis",41.85,8.9125,2,8,1,4,1381.01096524,16758729.4374988,"LC"
"Mastomys_pernanus","Mastomys_pernanus","Mastomys_pernanus",83.01,NA,2,1,1,1,3.1761249281867,39292.0060136622,"DD"
"Mastomys_shortridgei","Mastomys_shortridgei","Mastomys_shortridgei",46.5,NA,2,3,1,1,8.15077126994,96553.7748874929,"LC"
"Maxomys_alticola","Maxomys_alticola","Maxomys_alticola",158.96,NA,2,2,1,5,0.323119170068,3983.92574402669,"LC"
"Maxomys_baeodon","Maxomys_baeodon","Maxomys_baeodon",158.96,NA,2,2,1,5,6.32135934958,78014.5918257989,"DD"
"Maxomys_bartelsii","Maxomys_bartelsii","Maxomys_bartelsii",88.46,NA,2,1,1,5,0.6081804151354,7479.17838189339,"LC"
"Maxomys_dollmani","Maxomys_dollmani","Maxomys_dollmani",129.9633334,NA,2,1,1,5,0.0599652799793,741.89065249663,"DD"
"Maxomys_hellwaldii","Maxomys_hellwaldii","Maxomys_hellwaldii",203,NA,2,1,1,5,11.7666571703,145636.966529106,"LC"
"Maxomys_hylomyoides","Maxomys_hylomyoides","Maxomys_hylomyoides",98.26333335,NA,2,2,1,5,0.0229657549796,284.497946512555,"DD"
"Maxomys_inas","Maxomys_inas","Maxomys_inas",90,2.91,2,1,1,5,1.0304824000676,12730.0273643713,"LC"
"Maxomys_inflatus","Maxomys_inflatus","Maxomys_inflatus",152,NA,2,2,1,5,6.30964926996,78124.0723111905,"VU"
"Maxomys_moi","Maxomys_moi","Maxomys_moi",147,NA,2,2,1,5,3.20159640486,38406.745942848,"LC"
"Maxomys_musschenbroekii","Maxomys_musschenbroekii","Maxomys_musschenbroekii",84.8,NA,2,3,1,5,13.772510435,170473.772453344,"LC"
"Maxomys_ochraceiventer","Maxomys_ochraceiventer","Maxomys_ochraceiventer",158.96,NA,2,2,1,5,20.3643127199,252006.61865395,"DD"
"Maxomys_pagensis","Maxomys_pagensis","Maxomys_pagensis",196,3.54,2,1,1,5,0.4880738299825,6044.63331070733,"VU"
"Maxomys_panglima","Maxomys_panglima","Maxomys_panglima",158.96,3.54,2,2,1,5,1.0838076549739,13227.2920435799,"LC"
"Maxomys_rajah","Maxomys_rajah","Maxomys_rajah",150,3.29,2,1,1,5,107.154195474341,1326022.89491702,"VU"
"Maxomys_surifer","Maxomys_surifer","Maxomys_surifer",150.48,3.54,2,4,1,5,233.806588878821,2837238.39112064,"LC"
"Maxomys_wattsi","Maxomys_wattsi","Maxomys_wattsi",147,NA,2,1,1,5,0.0635674800071,787.489639512332,"EN"
"Maxomys_whiteheadi","Maxomys_whiteheadi","Maxomys_whiteheadi",54.33,3,2,4,1,5,107.524744144412,1330542.43145483,"VU"
"Mazama_americana","Mazama_americana","Mazama_americana",22799.75,1.22,2,1,1,1,909.427137615,11025180.6104079,"DD"
"Mazama_bororo","Mazama_bororo","Mazama_bororo",18572.84357,NA,2,2,1,1,21.21040180165,239006.646981305,"VU"
"Mazama_bricenii","Mazama_bricenii","Mazama_bricenii",16499.85,1.11,2,2,1,1,2.5995927553412,31909.8355434573,"VU"
"Mazama_chunyi","Mazama_chunyi","Mazama_chunyi",16071.74,1.5,2,1,1,1,12.8687570766,154533.41517669,"VU"
"Mazama_gouazoubira","Mazama_gouazoubira","Mazama_gouazoubira",16633.17,1,2,2,1,1,501.020812147421,5775159.11347028,"LC"
"Mazama_nana","Mazama_nana","Mazama_nana",16499.85,NA,2,2,1,1,40.4554643148461,449696.173851762,"VU"
"Mazama_nemorivaga","Mazama_nemorivaga","Mazama_nemorivaga",18335.81714,NA,NA,2,1,NA,626.387078135,7697454.71183787,"LC"
"Mazama_pandora","Mazama_pandora","Mazama_pandora",20546.86,1,2,3,1,1,12.6388860449,147642.088740611,"VU"
"Mazama_rufina","Mazama_rufina","Mazama_rufina",21099.25,1.165,2,2,1,1,4.3592723401343,53935.5281237694,"VU"
"Mazama_temama","Mazama_temama","Mazama_temama",18809.87,1.22,2,4,1,1,72.0992122746,859462.834841299,"DD"
"Megadendromus_nikolausi","Megadendromus_nikolausi","Megadendromus_nikolausi",52,NA,2,1,1,5,0.571056825345,7020.46272970144,"DD"
"Megaderma_lyra","Megaderma_lyra","Megaderma_lyra",39.27,1,2,10,2,3,528.548602881669,6070972.86007085,"LC"
"Megaderma_spasma","Megaderma_spasma","Megaderma_spasma",25.38,1.205,2,7,2,3,339.334427742367,4082464.52965956,"LC"
"Megadontomys_cryophilus","Megadontomys_cryophilus","Megadontomys_cryophilus",66.78,NA,2,1,1,2,0.130953224023,1549.2300185676,"EN"
"Megadontomys_nelsoni","Megadontomys_nelsoni","Megadontomys_nelsoni",66.775,NA,2,1,1,2,0.428569935298,5007.06740524027,"EN"
"Megadontomys_thomasi","Megadontomys_thomasi","Megadontomys_thomasi",110.8,2.625,2,1,1,2,0.0231304305358,273.392843050154,"EN"
"Megaerops_ecaudatus","Megaerops_ecaudatus","Megaerops_ecaudatus",26.29,NA,2,1,2,2,104.1313476085,1282362.08637442,"LC"
"Megaerops_kusnotoi","Megaerops_kusnotoi","Megaerops_kusnotoi",25.86,NA,2,2,2,2,1.1569788706734,14195.2097826612,"VU"
"Megaerops_niphanae","Megaerops_niphanae","Megaerops_niphanae",32.59,NA,2,1,2,2,112.9086116942,1328667.25316433,"LC"
"Megaerops_wetmorei","Megaerops_wetmorei","Megaerops_wetmorei",18.7,NA,2,2,2,2,13.528230025916,167041.124307612,"VU"
"Megaloglossus_woermanni","Megaloglossus_woermanni","Megaloglossus_woermanni",15.66,1,2,1,2,2,254.313045001,3140558.3689096,"LC"
"Megasorex_gigas","Megasorex_gigas","Megasorex_gigas",11.71,NA,2,5,1,4,12.8957849654,151004.500249367,"LC"
"Melanomys_caliginosus","Melanomys_caliginosus","Melanomys_caliginosus",41,1.45,2,NA,1,1,61.392912856756,752987.698422126,"LC"
"Melanomys_robustulus","Melanomys_robustulus","Melanomys_robustulus",53.5,NA,2,1,1,1,1.85255992503,22934.3053468048,"LC"
"Melanomys_zunigae","Melanomys_zunigae","Melanomys_zunigae",53.5,NA,2,2,1,1,0.0190143050047,230.259569884275,"CR"
"Melasmothrix_naso","Melasmothrix_naso","Melasmothrix_naso",48.225,NA,1,1,1,4,0.9271491649774,11481.6108903743,"DD"
"Meles_anakuma","Meles_anakuma","Meles_anakuma",11884.03,3.11,1,2,1,4,20.3963379059,203662.915996835,"LC"
"Meles_leucurus","Meles_leucurus","Meles_leucurus",11884.03,3.11,1,5,1,5,1974.99437855,15952390.4931301,"LC"
"Meles_meles","Meles_meles","Meles_meles",11884.03,3.11,1,10,1,5,1239.50038399528,9793958.69727149,"LC"
"Mellivora_capensis","Mellivora_capensis","Mellivora_capensis",8999.99,2.34,1,8,1,3,2538.73027309,29882952.819554,"LC"
"Melogale_everetti","Melogale_everetti","Melogale_everetti",1922.63,2.25,2,1,1,5,0.00162832698031,20.067211553588,"EN"
"Melogale_moschata","Melogale_moschata","Melogale_moschata",805.25,2.125,2,8,1,5,267.77489241551,2972931.94124601,"LC"
"Melogale_orientalis","Melogale_orientalis","Melogale_orientalis",2000,2.75,2,3,1,5,10.760998640747,132249.020448548,"LC"
"Melogale_personata","Melogale_personata","Melogale_personata",1845.26,2.625,2,9,1,5,170.122203002,1981315.69950513,"LC"
"Melomys_aerosus","Melomys_aerosus","Melomys_aerosus",97.3,1.5,2,2,1,2,0.106923989949,1323.02166535053,"EN"
"Melomys_arcium","Melomys_arcium","Melomys_arcium",84.83375,2.075,2,NA,1,2,0.0243940233589,296.365527667357,"DD"
"Melomys_bannisteri","Melomys_bannisteri","Melomys_bannisteri",84.83375,2.35,2,2,1,2,0.0462583274138,570.511858245203,"EN"
"Melomys_bougainville","Melomys_bougainville","Melomys_bougainville",85.99,2.085,2,NA,1,2,1.012648059946,12470.5551271001,"DD"
"Melomys_burtoni","Melomys_burtoni","Melomys_burtoni",68.5,2.5,2,9,1,2,41.8236904673121,494898.02943042,"LC"
"Melomys_capensis","Melomys_capensis","Melomys_capensis",70,2.2,2,1,1,2,2.61325424512,31602.3870947449,"LC"
"Melomys_caurinus","Melomys_caurinus","Melomys_caurinus",108.5,2.075,2,1,1,2,0.07568861496925,935.348686769404,"EN"
"Melomys_cervinipes","Melomys_cervinipes","Melomys_cervinipes",78,2.275,2,4,1,2,19.5240734095634,218651.24888191,"LC"
"Melomys_cooperae","Melomys_cooperae","Melomys_cooperae",85.756875,NA,2,1,1,2,0.264267279939,3246.1278761261,"DD"
"Melomys_dollmani","Melomys_dollmani","Melomys_dollmani",81,2.085,2,2,1,2,3.85227039816,47425.4860111167,"LC"
"Melomys_fraterculus","Melomys_fraterculus","Melomys_fraterculus",47.8,NA,2,1,1,2,0.0105761249787,130.860416525569,"CR"
"Melomys_frigicola","Melomys_frigicola","Melomys_frigicola",68,2.5,2,1,1,2,0.219186300826,2709.35189067796,"LC"
"Melomys_fulgens","Melomys_fulgens","Melomys_fulgens",95.16,2.075,2,1,1,2,0.007322759983,90.5937925565162,"DD"
"Melomys_howi","Melomys_howi","Melomys_howi",85.756875,NA,2,1,1,2,0.0286528500483,351.440535081694,"DD"
"Melomys_leucogaster","Melomys_leucogaster","Melomys_leucogaster",104.17,2.1125,2,3,1,2,19.962040875739,245583.309966595,"LC"
"Melomys_lutillus","Melomys_lutillus","Melomys_lutillus",68,2.5,2,4,1,2,27.8154835409,342962.974716953,"LC"
"Melomys_matambuai","Melomys_matambuai","Melomys_matambuai",144.99,2.085,2,1,1,2,0.148772896282,1842.3704572255,"EN"
"Melomys_obiensis","Melomys_obiensis","Melomys_obiensis",71,5.88,2,1,1,2,0.2201112750122,2726.62694551531,"LC"
"Melomys_paveli","Melomys_paveli","Melomys_paveli",84.83375,2.085,2,1,1,2,0.0185482349668,229.483521985929,"DD"
"Melomys_rubicola","Melomys_rubicola","Melomys_rubicola",100,2.35,2,1,1,2,1.53128134501e-08,0.000187351330138606,"EX"
"Melomys_rufescens","Melomys_rufescens","Melomys_rufescens",60.1,2.1275,2,4,1,2,62.7965106903712,774197.403625058,"LC"
"Melomys_talaudium","Melomys_talaudium","Melomys_talaudium",96,2.075,2,1,1,2,0.07568861496925,935.348686769404,"EN"
"Melonycteris_fardoulisi","Melonycteris_fardoulisi","Melonycteris_fardoulisi",42.2125,NA,2,3,2,2,1.38511294486535,16937.0513594825,"LC"
"Melonycteris_melanops","Melonycteris_melanops","Melonycteris_melanops",49.04,NA,2,3,2,2,3.69014675510635,45539.793340502,"LC"
"Melonycteris_woodfordi","Melonycteris_woodfordi","Melonycteris_woodfordi",36.2,0.98,2,5,2,2,1.37303610480675,16892.807600691,"LC"
"Melursus_ursinus","Melursus_ursinus","Melursus_ursinus",99999.99,1.54,2,7,1,4,93.7917583547749,1086487.09768406,"VU"
"Menetes_berdmorei","Menetes_berdmorei","Menetes_berdmorei",192.5,NA,1,4,1,1,104.31596909355,1239133.49235347,"LC"
"Mephitis_macroura","Mephitis_macroura","Mephitis_macroura",1031.38,4.51,2,6,1,5,159.648067131,1791277.86956077,"LC"
"Mephitis_mephitis","Mephitis_mephitis","Mephitis_mephitis",2399.99,5.4,2,8,1,5,1399.62348233,12276252.8040524,"LC"
"Meriones_arimalius","Meriones_arimalius","Meriones_arimalius",90.45166667,NA,2,1,1,1,22.4930939509,258268.557784995,"LC"
"Meriones_chengi","Meriones_chengi","Meriones_chengi",76.40694402,NA,2,2,1,1,4.71337924434,42866.0849237765,"LC"
"Meriones_crassus","Meriones_crassus","Meriones_crassus",69.94,4.105,2,1,1,1,698.128499863937,7597013.68351496,"LC"
"Meriones_dahli","Meriones_dahli","Meriones_dahli",77.00194402,NA,2,2,1,1,0.0893853274212,852.134881915342,"EN"
"Meriones_grandis","Meriones_grandis","Meriones_grandis",96.13,5.625,2,3,1,1,69.293825836,712587.657654303,"LC"
"Meriones_hurrianae","Meriones_hurrianae","Meriones_hurrianae",70.6,4.19,1,3,1,1,43.517718496067,482621.721636723,"LC"
"Meriones_libycus","Meriones_libycus","Meriones_libycus",91.33,4.755,1,4,1,1,773.696377022603,7848418.12857108,"LC"
"Meriones_meridianus","Meriones_meridianus","Meriones_meridianus",62.1,5.62,2,3,1,1,665.92088006831,6168911.87369481,"LC"
"Meriones_persicus","Meriones_persicus","Meriones_persicus",100,5.08,2,4,1,1,216.188196821,2228319.98314724,"LC"
"Meriones_rex","Meriones_rex","Meriones_rex",125.25,NA,2,3,1,1,17.571572892,206770.836494686,"LC"
"Meriones_sacramenti","Meriones_sacramenti","Meriones_sacramenti",200,5.0475,2,4,1,1,0.778263282258,8240.34169810892,"VU"
"Meriones_shawi","Meriones_shawi","Meriones_shawi",90.6,5.7325,2,3,1,1,60.684500688,623675.101148906,"LC"
"Meriones_tamariscinus","Meriones_tamariscinus","Meriones_tamariscinus",120,4.0825,2,6,1,1,291.79618855971,2568541.57897955,"LC"
"Meriones_tristrami","Meriones_tristrami","Meriones_tristrami",111.62,5.7025,2,1,1,1,91.6857787584533,903253.492468304,"LC"
"Meriones_unguiculatus","Meriones_unguiculatus","Meriones_unguiculatus",57.75,5.005,2,3,1,1,384.30327577775,3276383.74043005,"LC"
"Meriones_vinogradovi","Meriones_vinogradovi","Meriones_vinogradovi",150,7.24,2,3,1,1,30.667773161,304476.224483286,"LC"
"Meriones_zarudnyi","Meriones_zarudnyi","Meriones_zarudnyi",82.44,4,2,1,1,1,10.5537772939,105962.584359819,"DD"
"Mesechinus_dauuricus","Mesechinus_dauuricus","Mesechinus_dauuricus",342,NA,2,2,1,3,586.529215087,5024388.43023769,"LC"
"Mesechinus_hughi","Mesechinus_hughi","Mesechinus_hughi",229.57,NA,2,1,1,3,23.632422185326,242756.847939361,"LC"
"Mesembriomys_gouldii","Mesembriomys_gouldii","Mesembriomys_gouldii",716.5,1.915,2,2,1,2,19.958368062375,238678.940498885,"VU"
"Mesembriomys_macrurus","Mesembriomys_macrurus","Mesembriomys_macrurus",268.5,2,2,2,1,2,2.925294520361,34891.6776662617,"LC"
"Mesocapromys_angelcabrerai","Mesocapromys_angelcabrerai","Mesocapromys_angelcabrerai",1001.60009,NA,1,2,1,1,0.0042722551002782,49.239468838127,"EN"
"Mesocapromys_auritus","Mesocapromys_auritus","Mesocapromys_auritus",1059.37509,NA,1,2,1,1,0.00729657733038,83.4054538914276,"EN"
"Mesocapromys_nanus","Mesocapromys_nanus","Mesocapromys_nanus",962.276986,1,1,1,1,1,0.335992056656,3862.60925794062,"CR"
"Mesocricetus_auratus","Mesocricetus_auratus","Mesocricetus_auratus",105,8.74,2,1,1,1,0.473574219892,4713.58173237064,"VU"
"Mesocricetus_brandti","Mesocricetus_brandti","Mesocricetus_brandti",198,8.8,2,4,1,1,75.887433118395,733948.575443211,"NT"
"Mesocricetus_newtoni","Mesocricetus_newtoni","Mesocricetus_newtoni",97.5,8.69,2,5,1,1,4.28347092566,38274.1345551777,"NT"
"Mesocricetus_raddei","Mesocricetus_raddei","Mesocricetus_raddei",105,8.89,2,2,1,1,16.0932750648,141381.047397981,"LC"
"Mesomys_hispidus","Mesomys_hispidus","Mesomys_hispidus",175,0.97,2,3,1,1,404.452088403,4980631.68350975,"LC"
"Mesomys_leniceps","Mesomys_leniceps","Mesomys_leniceps",108,NA,2,1,1,1,0.0654157531887,806.561902895156,"DD"
"Mesomys_occultus","Mesomys_occultus","Mesomys_occultus",128.5916667,NA,2,1,1,1,4.33841168089,53632.1041586062,"LC"
"Mesomys_stimulax","Mesomys_stimulax","Mesomys_stimulax",108,0.97,2,1,1,1,35.6159408845,440257.142469185,"LC"
"Mesophylla_macconnelli","Mesophylla_macconnelli","Mesophylla_macconnelli",6.86,0.99,2,2,2,2,723.249475710204,8874634.39568833,"LC"
"Metachirus_nudicaudatus","Metachirus_nudicaudatus","Metachirus_nudicaudatus",375,4.435,2,4,1,5,856.215495042244,10407307.7877042,"LC"
"Mico_acariensis","Mico_acariensis","Mico_acariensis",339.3675,NA,1,1,1,2,1.83516322489,22588.9939213309,"DD"
"Mico_argentatus","Mico_argentatus","Mico_argentatus",357.25,1.855,1,2,1,2,11.1616321255,138125.484138042,"LC"
"Mico_chrysoleucos","Mico_chrysoleucus","Mico_chrysoleucus",343.125,NA,NA,NA,1,NA,2.97273424052,36694.4490963993,"DD"
"Mico_emiliae","Mico_emiliae","Mico_emiliae",350.225,1.87,1,3,1,2,12.5450579498,152945.153907457,"DD"
"Mico_humeralifer","Mico_humeralifer","Mico_humeralifer",374.99,2.24,1,1,1,2,5.17842488035,64003.8507328971,"DD"
"Mico_intermedius","Mico_intermedius","Mico_intermedius",335.61,2,1,1,1,5,5.16255680052,63021.1471385923,"LC"
"Mico_leucippe","Mico_leucippe","Mico_leucippe",386.2,1.855,1,1,1,2,1.20966170486,14937.3419441961,"VU"
"Mico_marcai","Mico_marcai","Mico_marcai",343.125,1.87,1,1,1,2,0.5736937701,7046.25317498594,"DD"
"Mico_mauesi","Mico_mauesi","Mico_mauesi",443.79,NA,1,1,1,2,2.41349629517,29782.3877474242,"LC"
"Mico_melanurus","Mico_melanurus","Mico_melanurus",357.25,1.87,1,2,1,2,71.64195005087,855020.004398965,"LC"
"Mico_nigriceps","Mico_nigriceps","Mico_nigriceps",401.12,2,1,1,1,2,2.59392052994,31852.4492630377,"DD"
"Mico_rondoni","Mico_rondoni","Mico_rondoni",330,NA,NA,2,1,NA,5.81264860602,71024.8142421955,"VU"
"Mico_saterei","Mico_saterei","Mico_saterei",392.1875,NA,1,2,1,2,1.57223057993,19408.4455144568,"LC"
"Microakodontomys_transitorius","Microakodontomys_transitorius","Microakodontomys_transitorius",54.17820536,NA,2,2,1,1,0.14758190077,1760.20120684842,"EN"
"Microcavia_australis","Microcavia_australis","Microcavia_australis",286.1,2.48,1,3,1,1,176.904046604,1744830.67112548,"LC"
"Microcavia_niata","Microcavia_niata","Microcavia_niata",254.835,3.16,1,2,1,1,13.3206372463,156147.073781652,"LC"
"Microcavia_shiptoni","Microcavia_shiptoni","Microcavia_shiptoni",185,3.16,1,2,1,1,1.86907724311,20866.471364232,"NT"
"Microcebus_arnholdi","Microcebus_arnholdi","Microcebus_arnholdi",54.22,NA,NA,1,1,NA,0.012536542935,151.618310827432,"EN"
"Microcebus_berthae","Microcebus_berthae","Microcebus_berthae",33.45,NA,2,1,1,5,0.047148794947,549.264900344581,"EN"
"Microcebus_bongolavensis","Microcebus_bongolavensis","Microcebus_bongolavensis",54.22,NA,NA,1,1,NA,0.0665625129271,793.415277883699,"EN"
"Microcebus_danfossi","Microcebus_danfossi","Microcebus_danfossi",54.22,NA,NA,1,1,NA,0.135286233688,1618.68552282384,"EN"
"Microcebus_gerpi","Microcebus_gerpi","Microcebus_gerpi",54.22,NA,NA,2,1,NA,0.00177273263648,20.794042059212,"CR"
"Microcebus_griseorufus","Microcebus_griseorufus","Microcebus_griseorufus",70.24,2.41,2,2,1,5,3.19851572174,36116.1055447475,"LC"
"Microcebus_jollyae","Microcebus_jollyae","Microcebus_jollyae",54.22,NA,NA,1,1,NA,0.0136624426581,157.606175740023,"EN"
"Microcebus_lehilahytsara","Microcebus_lehilahytsara","Microcebus_lehilahytsara",54.22,NA,NA,1,1,NA,0.255187134627,2988.21790622604,"VU"
"Microcebus_macarthurii","Microcebus_macarthurii","Microcebus_macarthurii",54.22,NA,NA,1,1,NA,0.0564887907067,675.496168191241,"EN"
"Microcebus_mamiratra","Microcebus_mamiratra","Microcebus_mamiratra",60,NA,NA,2,1,NA,0.0049408082132,59.5678218796265,"CR"
"Microcebus_margotmarshae","Microcebus_margotmarshae","Microcebus_margotmarshae",54.22,NA,NA,1,1,NA,0.0756659739352,908.454199009814,"EN"
